Properties,Terms and conditions,Max Guests,Facilities,Entertainment,Distances To,Location Description,Kids,Price per night,More information,Address,Name,Services,Sport,Number of Bedrooms,Meals,Transport
"
- Remote, secluded beach hideaway
- Tasteful fusion of rustic and urban design and style
- Covered terrace with coordinated furnishings
- Indoor dining area with matching chairs and dinnerware
- Water fun, shopping and partying at Grand Baie","
- Check-in: after 03:00 pm
- Check-out: until 11:00 am
- Security deposit: 150 EUR",7,"
- Back-up generator
- Electricityincluded
- Fire extinguisher
- Hairdryer
- Household supplies
- ParkingFree parking on premise
- Pool towels(contact us)
- Reclining chairs
- Swimming pool
- Terrace
- Wardrobe space
- Wi-Fi Internet","
- International channels
- TV","
- Sir Seewoosagur Ramgoolam International Airport: 42km
- Beach: 30m","Villa Dunes 2 is a vacation residence facing a remote, white-sand beach on the northern coast of Mauritius.  The villa is an epitome of rustic chic as it showcases a fusion of rural architecture with stylish and complementary woven-wood appointments as well as modern amenities all offering utmost comfort and convenience.  Partially concealed from the outside by a thicket of bushes and shrubs, Villa Dunes 2 truly serves as your exclusive and private seaside hideaway.","
- Baby cot
- Babysitter (extra cost)",301,"
- Pers. max.: 7
- Staff: 2
- Villa size: 3500 m²","Poste Lafayette, East Mauritius, Mauritius",Villa Dunes 2,"
- Gardener
- Housekeepingservice
- Massage (extra cost)
- Pool maintenance
- Welcome drinks",,3,"
- Coffee maker
- Daily breakfast (extra cost)(contact us)
- Dinner (extra cost)(contact us)
- Fully equipped kitchen
- Lunch (extra cost)(contact us)","
- Airport transfer (extra cost)(contact us)"
"
- Ideal location in the middle of Grand Baie
- Directly connected to beach
- Minimal and beachy décor for an enhanced tropical experience
- Private swimming pool in the garden
- Barbecue area and covered terrace
- Nearby beaches and major attractions","
- Check-in: after 04:00 pm
- Check-out: until 11:00 am
- Security deposit: 535 EUR",4,"
- Back-up generator
- BBQ equipment
- CCTV security
- Electricityincluded
- ParkingFree parking on premise
- Swimming pool
- Wi-Fi Internet","
- TV","
- Sir Seewoosagur Ramgoolam International Airport: 59km
- Beach: 80m","Located in the middle of Grand Baie in Mauritius, Villa Frenesie 2 is a two-bedroom holiday retreat, offering its guests a private and luxurious tropical experience. Nestled amidst verdant gardens with dense tropical foliage, the villa is essentially a sea-facing villa, offering endless views of the sea, and more importantly direct access to the beach out in the front yard! The mesmerizing panorama in your front yard, will perk up your mood and instantly transport you to holiday mode, especially when you get to enjoy this beauty with your family and friends.","
- Babysitter (extra cost)",213,"
- Pers. max.: 4
- Staff: 1","Grand Baie, Grand Baie & North Mauritius, Mauritius",Villa Frenesie 2,"
- Gardener
- Housekeepingservice",,2,"
- Daily breakfast (extra cost)(contact us)
- Dinner (extra cost)(contact us)
- Fully equipped kitchen
- Lunch (extra cost)(contact us)","
- Airport transfer (extra cost)(contact us)"
"
- Panoramic ocean views
- Elegant design
- Spacious outdoor deck
- Shared swimming pool
with plunge pools
- Beautifully landscaped gardens with plenty of sunshine
- Perfectly conceived for a beach-style living experience
- Possibility of organizing an in-house dining experience with a chef","
- Check-in: after 02:00 pm
- Check-out: until 11:00 am
- Security deposit: 500 EUR",8,"
- Air conditioning(contact us)
- Electricityincluded
- Enclosed living room
- Hairdryer
- ParkingFree parking on premise
- Shared swimming pool
- Terrace
- Toiletries
- Wardrobe space
- Washing machine
- Wi-Fi Internet","
- Satellite television
- TV","
- Sir Seewoosagur Ramgoolam International Airport: 44km
- Beach: 50m","Extending across a surface area of 486 m², Manta Cove Penthouse lies in a picturesque area, right between the mountains and the ocean. Located in the hip, upcoming villa of Tamarin, this villa embodies luxurious, island-style living at its best. This masterfully-designed villa is ideal for family vacations and provides ample space for events such as weddings or anniversaries. Guests are treated to several services, including complimentary housekeeping.",,769,"
- Pers. max.: 8
- Staff:
- Villa size: 486 m²","Black River, West Mauritius, Mauritius",Manta Cove Penthouse,"
- 24H Security
- Housekeepingonce every 3 days
- Massage (extra cost)
- Pool maintenance
- Welcome drinks",,4,"
- Coffee maker
- Dinner (extra cost)(contact us)
- Fully equipped kitchen
- Lunch (extra cost)(contact us)
- Microwave
- Oven
- Toaster","
- Airport transfer (extra cost)(contact us)"
"
- Located in the picturesque fisherman village of Trou aux Biches
- Contemporary interior and exterior with homely accents
- Stunning views of the Indian Ocean from the infinity swimming pool
- Easy access to a private beach so you don’t have to battle the crowds
- Assortment of complimentary and paid services alike
- Rooftop Jacuzzi where you can relax at the end of the day
- Close to a variety of entertainment, dining, and shopping options","
- Check-in: after 02:00 pm
- Check-out: until 11:00 am
- Security deposit: 500 EUR",6,"
- Air conditioning(contact us)
- Enclosed living room
- Hairdryer
- Household supplies
- Iron and ironing board
- Jacuzzi
- ParkingFree parking on premise
- Shared swimming pool
- Terrace
- Toiletries
- Wardrobe space
- Washing machine
- Wi-Fi Internet","
- International channels
- Satellite television
- TV","
- Sir Seewoosagur Ramgoolam International Airport: 56km
- Beach: 30m","Located just an hour from the airport in the charming village of Trou aux Biches, O’Biches Penthouse is structured to comfortably accommodate groups of up to six persons. With colorful accents and a distinctively tropical feel to the spacious interiors, this penthouse offers spectacular views of the lagoon and spectacular mountain ranges. With luxurious touches such as a rooftop Jacuzzi, O’Biches Penthouse is all set out to deliver a memorable holiday in Mauritius. This penthouse spans across a generous surface area of 209m².","
- Baby cot
- Baby high chair",594,"
- Pers. max.: 6
- Staff:
- Villa size: 206 m²","Trou aux Biches, Grand Baie & North Mauritius, Mauritius",O'Biches Penthouse,"
- 24H Security
- Housekeepingonce every 3 days
- Massage (extra cost)",,3,"
- Coffee maker
- Daily breakfast (extra cost)(contact us)
- Dinner (extra cost)(contact us)
- Fully equipped kitchen
- Lunch (extra cost)(contact us)
- Microwave
- Oven
- Toaster","
- Airport transfer (extra cost)(contact us)"
"
- Located on the first or second floor
- Sweeping views of the tropical garden from the balcony
- On-site gym so you can keep up with your regular fitness routines
- Well-secured complex away from the bustling village centre
- Equipped and outfitted kitchen
- On-site spa for relaxing at the end of the day","
- Check-in: after 02:00 pm
- Check-out: until 11:00 am
- Security deposit: 500 EUR",4,"
- Air conditioning(contact us)
- Electricityincluded
- Enclosed living room
- Iron and ironing board
- ParkingFree parking on premise
- Safety box
- Terrace
- Toiletries
- Wardrobe space
- Washing machine
- Wi-Fi Internet","
- International channels
- TV","
- Sir Seewoosagur Ramgoolam International Airport: 42km
- Beach: 50m","Perfect for families and groups of friends or colleagues, West Coast Marina Deluxe Apartments places you in the beautiful village of Tamarin, known for its sunny climate and excellent surfing opportunities. With proximity to the beach, this apartment is well-suited for four to six persons. Because it is entirely self-contained, it even provides a fully-equipped kitchen with all the amenities you’ll need to prepare your own meals.",,206,"
- Pers. max.: 4
- Staff:
- Villa size: 113 m²","Black River, West Mauritius, Mauritius",West Coast Marina Deluxe Apartment,"
- 24H Security
- Housekeepingonce every 3 days
- Massage (extra cost)","
- Gym equipmentAt the villa
- Kayak available (extra cost)
- Tennis court",2,"
- Coffee maker
- Daily breakfast (extra cost)(contact us)
- Dinner (extra cost)(contact us)
- Fully equipped kitchen
- Lunch (extra cost)(contact us)
- Microwave
- Oven
- Toaster","
- Airport transfer (extra cost)(contact us)
- Boat rental (extra cost)
- Car available (extra cost)"
"
- Beachfront  veranda which provides a direct view and access to the beach
- A large tropical garden with sun loungers which you can use to work on your tan
- Fully secure residence that occasionally hosts barbecue parties for the guests
- Proximity to some of the most entertaining places in Mauritius","
- Check-in: after 02:00 pm
- Check-out: until 11:00 am
- Late check-out: until 06:00 pm charged 50% of the daily rate (subject to availability)",6,"
- Additional guest (extra cost)(contact us)
- Back-up generator
- BBQ equipment
- CCTV security
- Electricityincluded
- Fire extinguisher
- Hairdryer
- Iron and ironing board
- ParkingFree parking on premise
- Pool towels(contact us)
- Pool umbrella
- Safety box
- Terrace
- Wardrobe space
- Wi-Fi Internet","
- Board games
- International channels
- Satellite television
- TV","
- Sir Seewoosagur Ramgoolam International Airport: 60km
- Beach: 10m","Designed with your comfort and relaxation in mind, Villa Beach 3 is one of the rare residences in Mauritius that actually opens directly onto the beach. By this token, you will be able to make full use of the silky sands and delightful turquoise ocean. In fact, Villa Beach 3 is found on one of the most beautiful beaches in Mauritius, which radiates sunshine and refreshing waters.","
- Baby cot
- Baby high chair",363,"
- Pers. max.: 6
- Staff: 1","Pereybere, Grand Baie & North Mauritius, Mauritius",Villa Beach 3,"
- 24H Security
- Gardener
- Housekeepingservice
- Laundry (extra cost)
- Massage (extra cost)
- Security service
- Welcome drinks","
- Kayak available (extra cost)",3,"
- Coffee maker
- Daily breakfastincluded
- Fully equipped kitchen","
- Airport transfer (extra cost)(contact us)
- Bicycles available (extra cost)
- Boat rental (extra cost)
- Car available (extra cost)
- Driver (extra cost)
- Scooter available (extra cost)"
"
- Proximity to the popular Le Morne Beach and Mountain where you can enjoy different activities
- Large swimming pool with pavilion
- Highly comfortable bedrooms overlooking the garden
- Exclusive access to the Club House
- Close to several of the major shopping malls on the island
- Spacious green garden with sun loungers so you can soak in the warm tropical sun","
- Check-in: after 02:00 pm
- Check-out: until 11:00 am
- Security deposit: 500 EUR",8,"
- Additional guest (extra cost)(25 EUR/night, 2 pers. max.)
- Back-up generator
- BBQ equipment (extra cost)
- CCTV security
- Electricityincluded
- Fire extinguisher
- Gazebo
- Hairdryer
- Household supplies
- Iron and ironing board
- Pool towels(contact us)
- Printer (extra cost)
- Safety box
- Swimming pool
- Terrace
- Toiletries
- Wardrobe space
- Wi-Fi Internet","
- International channels
- Satellite television
- Table tennis table
- TV
- Video games","
- Sir Seewoosagur Ramgoolam International Airport: 43km
- Beach: 900m","Brimming with ample space, Marguery Villa Prestige offers luxurious accommodation in the sunny district of Black River. This two-story building is perfect for large groups and families and can very comfortably sleep up to eight guests. Boasting typical Mauritian architecture,  Marguery Villa Prestige is also known for its comfortable furniture as well as its wide range of facilities and services offered to visitors.","
- Baby cot
- Baby high chair
- Babysitter (extra cost)",907,"
- Pers. max.: 8
- Staff:
- Villa size: 248 m²
- Garden: 530 m²","Black River, West Mauritius, Mauritius",Marguery Villa Prestige,"
- 24H Security
- Gardener
- Housekeepingservice
- Laundry
- Massage (extra cost)
- Personal guest assistant
- Pool maintenance
- Security service
- Welcome drinks","
- Gym equipmentAt the villa",4,"
- Coffee maker
- Daily breakfast (extra cost)(16 EUR/person)
- Dinner (extra cost)(based on menu)
- Fully equipped kitchen
- Lunch (extra cost)(based on menu)
- Restaurant (extra cost)","
- Airport transfer (extra cost)(contact us)
- Bicycles available
- Car available (extra cost)
- Driver (extra cost)
- Scooter available (extra cost)"
"
- Walking distance from the beach
- Open-plan space to enjoy tropical breezes
- Cosy 3 bedroom house with plush furnishings
- Fully equipped kitchen","
- Check-in: after 02:00 pm
- Check-out: until 09:00 am",6,"
- Air conditioning(contact us)
- CCTV security
- Enclosed living room
- Fire extinguisher
- Household supplies
- ParkingFree parking on premise
- Pool towels
- Swimming pool
- Terrace
- Toiletries
- Wardrobe space
- Washing machine
- Wi-Fi Internet","
- Satellite television
- TV","
- Sir Seewoosagur Ramgoolam International Airport: 51km
- Beach: 200m","Ideally located just moments from the beach, Villa Balaclava 2 is a comfortable and homey holiday home featuring 3 cosy bedrooms, spacious open-plan living areas and a private garden with a glistening swimming pool. Perfect for a small family or group of friends, you can spend a fun-filled Mauritius escape in a relaxed setting. 

Spend days soaking in the sun in the enclosed gardens, and wander the nearby town to explore shops, restaurants and cafes. 

Villa Balaclava 2 is an idyllic base for a memorable tropical escape.",,176,"
- Pers. max.: 6
- Staff:","Balaclava, Grand Baie & North Mauritius, Mauritius",Villa Balaclava 2,,,3,"
- Fully equipped kitchen
- Microwave
- Oven",
"
- Five spacious bedrooms for up to ten persons
- delightful views of the Indian Ocean
- Terrace with stunning views of the hills and sea
- Large swimming pool for taking a refreshing dip
- Full sized kitchen with various amenities
- Concierge services for a memorable holiday","
- Check-in: after 02:00 pm
- Check-out: until 11:00 am
- Security deposit: 2000 EUR",1,"
- Air conditioningincluded
- Enclosed living room
- Fire extinguisher
- Hairdryer
- Household supplies
- Iron and ironing board
- Pool towels(contact us)
- Swimming pool
- Terrace
- Toiletries
- Wardrobe space
- Washing machine
- Wi-Fi Internet","
- Satellite television
- TV","
- Sir Seewoosagur Ramgoolam International Airport: 48km
- Beach: 2km","Originally built in 1969, Villa Cambier radiates old-school charm that harmoniously merges with modern amenities. A restful retreat for groups of up to ten persons, this villa places you right by the UNESCO-protected Le Morne Mountain. With unparalleled views of the ocean and mountain ranges, this villa offers 550 m2 of lavish space for a getaway with your family, group holidays with friends, or even weddings.","
- Baby cot
- Baby high chair",747,"
- Pers. max.: 10
- Staff:
- Villa size: 550 m²","Le Morne, West Mauritius, South Mauritius, Mauritius",Villa Cambier,"
- Gardener
- Housekeepingdaily
- Laundry
- Massage (extra cost)
- Pool maintenance
- Villa manager",,5,"
- Coffee maker
- Daily breakfast (extra cost)(25 EUR/person)
- Dinner (extra cost)(contact us)
- Fully equipped kitchen
- Lunch (extra cost)(contact us)
- Microwave
- Oven",
"
- Private residence in Mauritius with 10, three-bedroom units
- A selection of penthouses and apartments
- Minutes away from the Pointe aux Cannoires lagoon
- Common swimming pool and world-class amenities
- Verandas with al fresco dining areas
- Fully-equipped, gourmet kitchen in each unit","
- Check-in: after 02:00 pm
- Check-out: until 10:00 am",6,"
- Air conditioningincluded
- Enclosed living room
- ParkingFree parking on premise
- Pool towelsIncluded
- Shared swimming pool
- Terrace
- Toiletries
- Wardrobe space
- Wi-Fi Internet","
- Satellite television
- TV","
- Sir Seewoosagur Ramgoolam International Airport: 59km
- Beach: 100m","Nautilya Residences is a gorgeous private resort offering 10 three-bedroom residences including apartments and penthouses. Common amenities such as a shared swimming pool, dining areas, and green spaces ensure a cohesive experience. The stunning landscape is flush with native plants and trees as well as the Mauritius sun beaming down on the residence. Situated in Pointe aux Canonniers, Mauritius.",,219,"
- Pers. max.: 6
- Staff:
- Villa size: 130 m²","Grand Baie, Grand Baie & North Mauritius, Mauritius",Nautilya Residences,,,3,"
- Coffee maker
- Daily breakfast (extra cost)(600 MUR/person)
- Dinner (extra cost)(based on menu)
- Fully equipped kitchen
- Lunch (extra cost)(based on menu)
- Microwave
- Oven
- Toaster",
"
- A lux and modern villa in Pointe aux Canonniers
- luxurious amenities
- outdoor swimming pool
- perfect for large family
- beachfront location
- modern kitchen","
- Check-in: after 02:00 pm
- Check-out: until 11:00 am
- Security deposit: 2000 EUR",8,"
- Air conditioning(contact us)
- BBQ equipment
- CCTV security
- Enclosed living room
- Fire extinguisher
- Hairdryer
- Iron and ironing board
- ParkingFree parking on premise
- Safety box
- Swimming pool
- Terrace
- Toiletries
- Wardrobe space
- Washing machine
- Wi-Fi Internet","
- Satellite television
- Streaming service
- TV","
- Nauru International Airport: 14796km","Villa Constellation, a chic tropical retreat in the lux resort of  Pointe aux Canonniers, is a lovely place to spend a peaceful Mauritius vacation with your loved ones. It features everything you need for a memorable visit, including 4 opulent ensuite bedrooms, expansive open-plan living areas, wonderful seaside location, lovely grounds, and an outdoor private pool.

The minimalist yet luxurious villa is perfectly situated on the north shore of Mauritius, in the peaceful neighborhood of Pointe aux Canonniers, where the sun will accompany you for your vacations throughout the entire year.","
- Baby high chair
- Babysitter (extra cost)",1416,"
- Pers. max.: 8
- Staff:
- Villa size: 300 m²","Grand Baie, Grand Baie & North Mauritius, Mauritius",Villa Constellation,"
- 24H Security
- Housekeepingdaily
- Laundry
- Massage (extra cost)",,4,"
- Coffee maker
- Daily breakfast (extra cost)(menu system)
- Dinner (extra cost)(based on menu)
- Fully equipped kitchen
- Lunch (extra cost)(based on menu)
- Microwave
- Oven
- Toaster","
- Airport transfer (extra cost)(contact us)
- Car available (extra cost)"
"
- Prime location in the tourist hub of Grand Baie
- Ideal for larger groups of eight
- Private garden and pool
- Secure on-site parking
- Proximity to some of the best clubs in Mauritius
- Complimentary Wi-Fi
- Classic home comforts including a kitchen
- Air-conditioning","
- Check-in: after 02:00 pm
- Check-out: until 11:00 am
- Security deposit: credit card authorization EUR 500",9,"
- Additional guest (extra cost)(20 EUR/night, 1 pers. max.)
- Air conditioningincluded
- BBQ equipment
- Enclosed living room
- Gazebo
- ParkingFree parking on premise
- Pool towels(contact us)
- Pool umbrella
- Reclining chairs
- Safety box
- Swimming pool
- Wardrobe space
- Wi-Fi Internet","
- International channels
- Satellite television
- TV","
- Sir Seewoosagur Ramgoolam International Airport: 56km
- Beach: 1000m","Nestled in one of Mauritius’ major tourist hubs, Villa Clos du Littoral Four is well suited to larger groups of eight adults and a child. Owing to its many luxurious accents and spacious quarters, this villa could even be used for various events, including intimate destination weddings, corporate workshops, or wellness retreats.","
- Baby cot
- Baby high chair
- Babysitter",549,"
- Pers. max.: 9
- Staff:
- Villa size: 238 m²","Grand Baie, Grand Baie & North Mauritius, Mauritius",Villa Clos du Littoral Four,"
- Housekeepingon week days
- Security service",,4,"
- Daily breakfast (extra cost)(10 EUR/person)
- Dinner(contact us)
- Fully equipped kitchen
- Lunch (extra cost)(contact us)","
- Airport transfer (extra cost)(contact us)
- Car available (extra cost)"
"
- Oceanfront shared infinity pool
- Spacious terrace with BBQ
- Modern, fully equipped kitchen
- Luxurious bedroom comfort
- Villa Finder Concierge service","
- Check-in: after 02:00 pm
- Check-out: until 11:00 am
- Security deposit: 500 EUR",6,"
- Air conditioningincluded
- BBQ equipment
- Bed linenschange every 3 days
- Enclosed living room
- Iron and ironing board
- ParkingFree shared parking
- Shared swimming pool
- Terrace
- Wardrobe space
- Washing machine
- Wi-Fi Internet","
- Satellite television
- TV","
- Sir Seewoosagur Ramgoolam International Airport: 44km
- Beach: 10m","Welcome to the serene grandeur of Beach and Mountain Deluxe Apartment, a luxurious 3-bedroom retreat nestled in the idyllic setting of Black River. Here, each sunrise paints a masterpiece of tranquility as it cascades over the pristine waters of the beach, harmonizing with the stunning vistas of La Tourelle mountain to create an ambiance of unrivaled peace.",,453,"
- Pers. max.: 6
- Staff:
- Villa size: 130 m²","Black River, West Mauritius, Mauritius",Beach Mountain Deluxe Apartment,"
- Housekeepingonce every 3 days",,3,"
- Coffee maker
- Fully equipped kitchen
- Microwave
- Oven",
"
- Massive living area of 424 m²
- Unique water features such as wooden bridge and fountains in the outdoors
- Free private parking with security
- Shallow reflecting pool
- Barbecue and outdoor dining facilities
- Air-conditioned bedrooms with en-suite bathrooms","
- Check-in: after 02:00 pm
- Check-out: until 11:00 am
- Security deposit: 2 night(s)",1,"
- BBQ equipment
- Iron and ironing board
- Swimming pool
- Wi-Fi Internet","
- Table tennis table
- TV","
- Sir Seewoosagur Ramgoolam International Airport: 34km
- Beach: 200m","Brimming with luxury and comfort, villa Solara can easily accommodate up to 14 people, with additional beds that can be set upon request. With an exquisite exterior which brings to mind the opulence of luxury resorts, this villa has just about anything you might need to enhance your holidays in Mauritius. Indeed, with a typical Mauritian architecture and generous living quarters, villa Solara is perfect for group holidays. Guests can additionally benefit from various types of amenities and perks.","
- Baby cot
- Baby high chair",805,"
- Pers. max.: 14
- Staff: 2
- Villa size: 420 m²","Bel Ombre, South Mauritius, Mauritius",Villa Solara,"
- 24H Security
- Housekeepingservice",,7,"
- Chef (extra cost)
- Coffee maker
- Daily breakfast (extra cost)(contact us)
- Dinner (extra cost)(contact us)
- Fully equipped kitchen
- Lunch (extra cost)(contact us)","
- Airport transfer (extra cost)(contact us)"
"
- Close to Merville Beach
- Free Wi-Fi throughout the property
- Airconditioning units
- Shared Lounge with Views
- Private Swimming Pool
- Well-Manicured Gardens
- Modern, well-equipped kitchen
- Onsite Parking
- Al Fresco dining facilities","
- Check-in: after 02:00 pm
- Check-out: until 11:00 am
- Security deposit: 300 EUR",8,"
- Air conditioning(contact us)
- Enclosed living room
- Hairdryer
- ParkingFree parking on premise
- Pool towels(contact us)
- Safety box
- Swimming pool
- Terrace
- Wardrobe space
- Washing machine
- Wi-Fi Internet","
- Satellite television
- TV","
- Sir Seewoosagur Ramgoolam International Airport: 59km
- Beach: 500m","A lush abode nestled in one of Mauritius’ most picturesque areas, Villa Mahita boasts the very best of island-style living: plenty of gorgeous outdoor spaces, a soothing color palette, and generously-sized quarters to wind down and relax after a full day of sight-seeing.

Villa Mahita can easily accommodate up to eight guests, making it the perfect retreat for larger families and groups of friends. In fact, this property can even be rented for intimate destination weddings, wellness retreats, or corporate events.","
- Baby cot (extra cost)",422,"
- Pers. max.: 8
- Staff:
- Villa size: 290 m²","Pereybere, Grand Baie & North Mauritius, Mauritius",Villa Mahita,"
- Laundry (extra cost)",,4,"
- Fully equipped kitchen
- Microwave
- Oven","
- Airport transfer (extra cost)(contact us)"
"
- Located in a sun-kissed village surrounded by coconut trees and lush greenery
- A sprawling oversized retreat perfect for groups and special events
- Air-conditioned rooms to ensure your well-being on warmer days
- Massage table overlooking the pool for your relaxation
- Swimming pool where you can go for a plunge whenever you feel like it","
- Check-in: after 02:00 pm
- Check-out: until 11:00 am",1,"
- BBQ equipment
- CCTV security
- Electricityincluded
- Fire extinguisher
- Hairdryer
- Household supplies
- Iron and ironing board
- Mosquito nets
- ParkingFree parking on premise
- Pets allowed(contact us)
- Pool towelsIncluded
- Pool umbrella
- Safety box
- Swimming pool
- Terrace
- Toiletries
- Wardrobe space
- Washing machine
- Wheelchair access
- Wi-Fi Internet
- Yoga bale","
- Board games
- DVD movies
- International channels
- iPod dock
- Stereo
- TV
- Video games","
- Sir Seewoosagur Ramgoolam International Airport: 29km
- Beach: 2.5km","Located in the beautiful fisherman village of Trou d’Eau Douce, Villa Radani offers the ideal destination for group holidays in Mauritius. Designed to comfortably accommodate up to fourteen persons, this well-furnished villa combines two establishments, both of them decked out in contemporary Mauritian architecture.","
- Baby cot
- Baby high chair
- Babysitter (extra cost)",329,"
- Pers. max.: 14
- Staff: 3
- Villa size: 450 m²
- Garden: 750 m²","Trou d'Eau Douce, East Mauritius, Mauritius",Villa Radani,"
- Gardener
- Housekeepingservice
- Laundry
- Massage (extra cost)
- Personal guest assistant
- Pool maintenance
- Welcome drinks",,7,"
- Chef (extra cost)
- Coffee maker
- Daily breakfastincluded
- Dinner (extra cost)(cost of groceries + 20 EUR)
- Fully equipped kitchen
- Lunch (extra cost)(cost of groceries + 20 EUR)
- Microwave
- Oven
- Room service
- Toaster","
- Airport transfer (extra cost)(contact us)
- Bicycles available
- Boat rental (extra cost)
- Car available (extra cost)
- Driver (extra cost)
- Scooter available (extra cost)"
"
- Excellent level of service and care to ensure your well-being during your holiday
- Glorious views of the ocean for a relaxing atmosphere
- Private plunge pool, perfect for visitors who want to enjoy a refreshing swim
- Ample room to accommodate larger groups of friends or relatives
- Close to restaurants and eateries so you can savor local delicacies","
- Check-in: after 03:00 pm
- Check-out: until 11:00 am",8,"
- Back-up generator
- Household supplies
- Pool towels
- Safety box
- Swimming pool","
- Satellite television
- TV","
- Sir Seewoosagur Ramgoolam International Airport: 31km","Well-suited to larger families, group vacations, weddings and more, Villa Nirvana places you on the scenic east coast of Mauritius, close to the beach. By this token, you will be able to go for a dip in the magnificent Indian Ocean whenever you feel like it. Best of all, the villa features plenty of communal entertainment options for when you want to mingle and socialize. You can also make full use of your own private spaces when you want privacy. Thanks to the numerous services offered, guests of Villa Nirvana can relax and focus entirely on their holiday in Mauritius.","
- Baby cot (extra cost)
- Babysitter (extra cost)
- Pool fence",1095,"
- Pers. max.: 8
- Staff: 4","Trou d'Eau Douce, East Mauritius, Mauritius",Villa Nirvana,"
- Gardener
- Housekeepingservice
- Massage (extra cost)
- Welcome drinks",,4,"
- Daily breakfast (extra cost)(contact us)
- Dinner (extra cost)(contact us)
- Fully equipped kitchen
- Lunch (extra cost)(contact us)","
- Airport transfer (extra cost)(contact us)
- Boat rental (extra cost)"
"
- Absolute beach-front villa with a stretch of white sandy beach
- Blissful retreat for the lovers of nature
- Lovely garden with BBQ facilities for alfresco dining table on the veranda
- Ocean view from all the bedrooms
- Jacuzzi in the master suite","
- Check-in: after 03:00 pm
- Check-out: until 11:00 am",6,"
- 3G modem
- Additional guest (extra cost)(50 EUR/night, 1 pers. max.)
- Household supplies
- Jacuzzi
- Pool towelsIncluded
- Safety box
- Wi-Fi Internet","
- CD music player
- Home cinema
- International channels
- Satellite television
- TV","
- Sir Seewoosagur Ramgoolam International Airport: 6km
- Beach: 20m","Nestled directly on one of the most pristine beaches in Mauritius, Villa Alizee offers plenty of lush space to accommodate guests of up to six guests. Located in the south of the island, this lavish property boasts just about everything you need for a spectacular stay. Indeed, all the comforts of home await, only more luxurious so guests can kick back and revel in a memorable, stress-free vacation.",,370,"
- Pers. max.: 6
- Staff: 1","Pointe d'Esny, South Mauritius, Mauritius",Villa Alizee,"
- Gardener
- Housekeepingservice
- Laundry (extra cost)",,4,"
- Daily breakfast (extra cost)at cost of groceries
- Dinner (extra cost)at cost of groceries
- Fully equipped kitchen
- Lunch (extra cost)at cost of groceries","
- Car available (extra cost)
- Driver (extra cost)"
